Trial,Prompt,P_Yes,P_No,Entropy,Reply
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Micro Cap company and is in the Consumer Discretionary sector. Will this stock underperform the median stock over the next 12 months?,0.8198933359135361,0.18010666408646395,0.680310331370128,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Micro Cap company and is in the Consumer Staples sector. Will this stock underperform the median stock over the next 12 months?,0.658417500561683,0.341582499438317,0.9263250039771561,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Micro Cap company and is in the Energy sector. Will this stock underperform the median stock over the next 12 months?,0.8438951025545426,0.1561048974454574,0.6249092613670377,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Micro Cap company and is in the Financials sector. Will this stock underperform the median stock over the next 12 months?,0.8221891305219503,0.17781086947804958,0.6752645493106659,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Micro Cap company and is in the Health Care sector. Will this stock underperform the median stock over the next 12 months?,0.7401743620390163,0.2598256379609837,0.8264831437957458,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Micro Cap company and is in the Industrials sector. Will this stock underperform the median stock over the next 12 months?,0.7371581626286834,0.26284183737131667,0.8310045362159342,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Micro Cap company and is in the Information Technology sector. Will this stock underperform the median stock over the next 12 months?,0.7248702761768248,0.2751297238231752,0.8487295425871517,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Micro Cap company and is in the Materials sector. Will this stock underperform the median stock over the next 12 months?,0.8031737963569016,0.1968262036430985,0.7155349071851346,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Micro Cap company and is in the Real Estate sector. Will this stock underperform the median stock over the next 12 months?,0.8558511469672594,0.14414885303274058,0.5950019962901679,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Micro Cap company and is in the Utilities sector. Will this stock underperform the median stock over the next 12 months?,0.8289388083214156,0.17106119167858438,0.6601265883612933,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Mid Cap company and is in the Communication Services sector. Will this stock underperform the median stock over the next 12 months?,0.14414885303274058,0.8558511469672594,0.5950019962901679,No.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Mid Cap company and is in the Consumer Discretionary sector. Will this stock underperform the median stock over the next 12 months?,0.17781086947804958,0.8221891305219503,0.6752645493106659,No.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Mid Cap company and is in the Consumer Staples sector. Will this stock underperform the median stock over the next 12 months?,0.07263670636078697,0.927363293639213,0.375687164981123,No.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Mid Cap company and is in the Energy sector. Will this stock underperform the median stock over the next 12 months?,0.2782567937024021,0.7217432062975979,0.8530646829187505,No.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Mid Cap company and is in the Financials sector. Will this stock underperform the median stock over the next 12 months?,0.21733752104706247,0.7826624789529376,0.7552760089226846,No.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Mid Cap company and is in the Health Care sector. Will this stock underperform the median stock over the next 12 months?,0.11124120650754304,0.888758793492457,0.5036484973943333,No.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Mid Cap company and is in the Industrials sector. Will this stock underperform the median stock over the next 12 months?,0.11757213354550883,0.8824278664544911,0.5223415359335385,No.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Mid Cap company and is in the Information Technology sector. Will this stock underperform the median stock over the next 12 months?,0.09009299396195182,0.9099070060380482,0.43678014264233894,No.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Mid Cap company and is in the Materials sector. Will this stock underperform the median stock over the next 12 months?,0.17328820592932656,0.8267117940706734,0.6651718063278694,No.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Mid Cap company and is in the Real Estate sector. Will this stock underperform the median stock over the next 12 months?,0.2689414213699951,0.7310585786300049,0.8399415379831693,No.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Mid Cap company and is in the Utilities sector. Will this stock underperform the median stock over the next 12 months?,0.18952109132967757,0.8104789086703224,0.7004685443667038,No.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Nano Cap company and is in the Communication Services sector. Will this stock underperform the median stock over the next 12 months?,0.8539127529517043,0.14608724704829565,0.5999613941533505,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Nano Cap company and is in the Consumer Discretionary sector. Will this stock underperform the median stock over the next 12 months?,0.8933094060543487,0.10669059394565118,0.48985237252467445,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Nano Cap company and is in the Consumer Staples sector. Will this stock underperform the median stock over the next 12 months?,0.8221891305219503,0.17781086947804958,0.6752645493106659,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Nano Cap company and is in the Energy sector. Will this stock underperform the median stock over the next 12 months?,0.9059898203834277,0.09401017961657226,0.4497154871554713,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Nano Cap company and is in the Financials sector. Will this stock underperform the median stock over the next 12 months?,0.8918110454379297,0.10818895456207035,0.49442901443095644,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Nano Cap company and is in the Health Care sector. Will this stock underperform the median stock over the next 12 months?,0.8633916099737806,0.13660839002621938,0.5752871015408224,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Nano Cap company and is in the Industrials sector. Will this stock underperform the median stock over the next 12 months?,0.8558511469672594,0.14414885303274058,0.5950019962901679,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Nano Cap company and is in the Information Technology sector. Will this stock underperform the median stock over the next 12 months?,0.8539127529517043,0.14608724704829565,0.5999613941533505,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Nano Cap company and is in the Materials sector. Will this stock underperform the median stock over the next 12 months?,0.8840392817460332,0.11596071825396677,0.517637523434763,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Nano Cap company and is in the Real Estate sector. Will this stock underperform the median stock over the next 12 months?,0.9219218348550491,0.07807816514495095,0.3953710189141607,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Nano Cap company and is in the Utilities sector. Will this stock underperform the median stock over the next 12 months?,0.8991213772699436,0.10087862273005653,0.4717745904029131,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Small Cap company and is in the Communication Services sector. Will this stock underperform the median stock over the next 12 months?,0.37754066879814546,0.6224593312018546,0.9562865393807289,No.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Small Cap company and is in the Consumer Discretionary sector. Will this stock underperform the median stock over the next 12 months?,0.45326184801538616,0.5467381519846138,0.9936877843203067,No.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Small Cap company and is in the Consumer Staples sector. Will this stock underperform the median stock over the next 12 months?,0.22815650216092537,0.7718434978390747,0.7747838043424171,No.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Small Cap company and is in the Energy sector. Will this stock underperform the median stock over the next 12 months?,0.5621765008857981,0.4378234991142019,0.9888163926508523,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Small Cap company and is in the Financials sector. Will this stock underperform the median stock over the next 12 months?,0.48438008427698437,0.5156199157230156,0.9992959028781391,No.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Small Cap company and is in the Health Care sector. Will this stock underperform the median stock over the next 12 months?,0.31742626558767584,0.682573734412324,0.9015606268141092,No.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Small Cap company and is in the Industrials sector. Will this stock underperform the median stock over the next 12 months?,0.35577489351363034,0.6442251064863697,0.9391200469408325,No.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Small Cap company and is in the Information Technology sector. Will this stock underperform the median stock over the next 12 months?,0.3007455789412415,0.6992544210587585,0.882200380711832,No.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Small Cap company and is in the Materials sector. Will this stock underperform the median stock over the next 12 months?,0.45713671682749485,0.5428632831725052,0.9946922728985919,No.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Small Cap company and is in the Real Estate sector. Will this stock underperform the median stock over the next 12 months?,0.5774953651858118,0.42250463481418826,0.9826016461610633,Yes.
"['continent', 'market_cap', 'sector']",The stock is in Oceania and is a Small Cap company and is in the Utilities sector. Will this stock underperform the median stock over the next 12 months?,0.5,0.5,1.0,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Large Cap company and is in the Communication Services sector. Will this stock underperform the median stock over the next 12 months?,0.1242130083520534,0.8757869916479466,0.5413509861898327,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Large Cap company and is in the Consumer Discretionary sector. Will this stock underperform the median stock over the next 12 months?,0.17106119167858438,0.8289388083214156,0.6601265883612933,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Large Cap company and is in the Consumer Staples sector. Will this stock underperform the median stock over the next 12 months?,0.05033063259747688,0.9496693674025232,0.28779980374819913,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Large Cap company and is in the Energy sector. Will this stock underperform the median stock over the next 12 months?,0.22815650216092537,0.7718434978390747,0.7747838043424171,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Large Cap company and is in the Financials sector. Will this stock underperform the median stock over the next 12 months?,0.21206880435710532,0.7879311956428947,0.7454186186139403,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Large Cap company and is in the Health Care sector. Will this stock underperform the median stock over the next 12 months?,0.09268777863937604,0.9073122213606241,0.4453782061643997,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Large Cap company and is in the Industrials sector. Will this stock underperform the median stock over the next 12 months?,0.10669059394565118,0.8933094060543487,0.48985237252467445,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Large Cap company and is in the Information Technology sector. Will this stock underperform the median stock over the next 12 months?,0.07477004290796138,0.9252299570920387,0.3834775163913731,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Large Cap company and is in the Materials sector. Will this stock underperform the median stock over the next 12 months?,0.17328820592932656,0.8267117940706734,0.6651718063278694,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Large Cap company and is in the Utilities sector. Will this stock underperform the median stock over the next 12 months?,0.17781086947804958,0.8221891305219503,0.6752645493106659,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Micro Cap company and is in the Communication Services sector. Will this stock underperform the median stock over the next 12 months?,0.8652240825770433,0.1347759174229568,0.5703921665464623,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Micro Cap company and is in the Consumer Discretionary sector. Will this stock underperform the median stock over the next 12 months?,0.8807970779778823,0.11920292202211755,0.5270653410031617,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Micro Cap company and is in the Consumer Staples sector. Will this stock underperform the median stock over the next 12 months?,0.7956581000631541,0.20434189993684582,0.7305273574946963,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Micro Cap company and is in the Energy sector. Will this stock underperform the median stock over the next 12 months?,0.8991213772699436,0.10087862273005653,0.4717745904029131,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Micro Cap company and is in the Financials sector. Will this stock underperform the median stock over the next 12 months?,0.8933094060543487,0.10669059394565118,0.48985237252467445,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Micro Cap company and is in the Health Care sector. Will this stock underperform the median stock over the next 12 months?,0.8558511469672594,0.14414885303274058,0.5950019962901679,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Micro Cap company and is in the Industrials sector. Will this stock underperform the median stock over the next 12 months?,0.8311430478583168,0.16885695214168314,0.6550832777385293,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Micro Cap company and is in the Information Technology sector. Will this stock underperform the median stock over the next 12 months?,0.8577681049901036,0.1422318950098963,0.5900542305381179,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Micro Cap company and is in the Materials sector. Will this stock underperform the median stock over the next 12 months?,0.8856314738181876,0.1143685261818125,0.5129537357688309,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Micro Cap company and is in the Real Estate sector. Will this stock underperform the median stock over the next 12 months?,0.9059898203834277,0.09401017961657226,0.4497154871554713,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Micro Cap company and is in the Utilities sector. Will this stock underperform the median stock over the next 12 months?,0.8962513731336202,0.10374862686637971,0.48076705930360597,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Mid Cap company and is in the Communication Services sector. Will this stock underperform the median stock over the next 12 months?,0.22815650216092537,0.7718434978390747,0.7747838043424171,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Mid Cap company and is in the Consumer Discretionary sector. Will this stock underperform the median stock over the next 12 months?,0.2598256379609837,0.7401743620390163,0.8264831437957458,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Mid Cap company and is in the Consumer Staples sector. Will this stock underperform the median stock over the next 12 months?,0.0953494648991095,0.9046505351008906,0.4540779559768024,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Mid Cap company and is in the Energy sector. Will this stock underperform the median stock over the next 12 months?,0.3451052709578724,0.6548947290421275,0.9296205157612756,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Mid Cap company and is in the Financials sector. Will this stock underperform the median stock over the next 12 months?,0.32082130082460697,0.679178699175393,0.9052723567690952,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Mid Cap company and is in the Health Care sector. Will this stock underperform the median stock over the next 12 months?,0.1561048974454574,0.8438951025545426,0.6249092613670377,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Mid Cap company and is in the Industrials sector. Will this stock underperform the median stock over the next 12 months?,0.18010666408646395,0.8198933359135361,0.680310331370128,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Mid Cap company and is in the Information Technology sector. Will this stock underperform the median stock over the next 12 months?,0.13660839002621938,0.8633916099737806,0.5752871015408224,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Mid Cap company and is in the Materials sector. Will this stock underperform the median stock over the next 12 months?,0.2877678157610531,0.712232184238947,0.865820303588529,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Mid Cap company and is in the Real Estate sector. Will this stock underperform the median stock over the next 12 months?,0.341582499438317,0.658417500561683,0.9263250039771561,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Mid Cap company and is in the Utilities sector. Will this stock underperform the median stock over the next 12 months?,0.3007455789412415,0.6992544210587585,0.882200380711832,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Nano Cap company and is in the Communication Services sector. Will this stock underperform the median stock over the next 12 months?,0.9124361604769414,0.08756383952305867,0.4282855276658505,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Nano Cap company and is in the Consumer Discretionary sector. Will this stock underperform the median stock over the next 12 months?,0.9207896758909757,0.07921032410902437,0.3993905880878139,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Nano Cap company and is in the Consumer Staples sector. Will this stock underperform the median stock over the next 12 months?,0.8856314738181876,0.1143685261818125,0.5129537357688309,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Nano Cap company and is in the Energy sector. Will this stock underperform the median stock over the next 12 months?,0.9353465116437761,0.06465348835622392,0.3456470192501323,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Nano Cap company and is in the Financials sector. Will this stock underperform the median stock over the next 12 months?,0.9284088005554476,0.07159119944455247,0.3718338343726243,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Nano Cap company and is in the Health Care sector. Will this stock underperform the median stock over the next 12 months?,0.9219218348550491,0.07807816514495095,0.3953710189141607,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Nano Cap company and is in the Industrials sector. Will this stock underperform the median stock over the next 12 months?,0.8962513731336202,0.10374862686637971,0.48076705930360597,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Nano Cap company and is in the Information Technology sector. Will this stock underperform the median stock over the next 12 months?,0.9207896758909757,0.07921032410902437,0.3993905880878139,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Nano Cap company and is in the Materials sector. Will this stock underperform the median stock over the next 12 months?,0.927363293639213,0.07263670636078697,0.375687164981123,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Nano Cap company and is in the Real Estate sector. Will this stock underperform the median stock over the next 12 months?,0.9465966702001757,0.053403329799824234,0.3006818150283862,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Nano Cap company and is in the Utilities sector. Will this stock underperform the median stock over the next 12 months?,0.9353465116437761,0.06465348835622392,0.3456470192501323,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Small Cap company and is in the Communication Services sector. Will this stock underperform the median stock over the next 12 months?,0.588889130767832,0.411110869232168,0.9770800973663322,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Small Cap company and is in the Consumer Discretionary sector. Will this stock underperform the median stock over the next 12 months?,0.6224593312018546,0.37754066879814546,0.9562865393807289,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Small Cap company and is in the Consumer Staples sector. Will this stock underperform the median stock over the next 12 months?,0.38491214448393346,0.6150878555160665,0.9614375608787351,No.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Small Cap company and is in the Energy sector. Will this stock underperform the median stock over the next 12 months?,0.7025300573952054,0.2974699426047947,0.8781761527127838,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Small Cap company and is in the Financials sector. Will this stock underperform the median stock over the next 12 months?,0.6757646010190476,0.32423539898095244,0.9089279675714641,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Small Cap company and is in the Health Care sector. Will this stock underperform the median stock over the next 12 months?,0.5273165233795671,0.47268347662043286,0.9978458713632826,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Small Cap company and is in the Industrials sector. Will this stock underperform the median stock over the next 12 months?,0.5389832206876841,0.4610167793123159,0.9956106439289415,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Small Cap company and is in the Information Technology sector. Will this stock underperform the median stock over the next 12 months?,0.5117166047041654,0.4882833952958347,0.9996038607786191,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Small Cap company and is in the Materials sector. Will this stock underperform the median stock over the next 12 months?,0.672331699179286,0.3276683008207139,0.9125263280651703,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Small Cap company and is in the Real Estate sector. Will this stock underperform the median stock over the next 12 months?,0.7217432062975979,0.2782567937024021,0.8530646829187505,Yes.
"['continent', 'market_cap', 'sector']",The stock is in South America and is a Small Cap company and is in the Utilities sector. Will this stock underperform the median stock over the next 12 months?,0.6959583250334526,0.30404167496654744,0.8861754437945307,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Communication Services sector and is a Large Cap company. Will this stock underperform the median stock over the next 12 months?,0.08509904500702024,0.9149009549929797,0.4198959550430445,No.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Communication Services sector and is a Mid Cap company. Will this stock underperform the median stock over the next 12 months?,0.1422318950098963,0.8577681049901036,0.5900542305381179,No.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Communication Services sector and is a Small Cap company. Will this stock underperform the median stock over the next 12 months?,0.5467381519846138,0.45326184801538616,0.9936877843203067,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Consumer Discretionary sector and is a Micro Cap company. Will this stock underperform the median stock over the next 12 months?,0.8757869916479466,0.1242130083520534,0.5413509861898327,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Consumer Discretionary sector and is a Mid Cap company. Will this stock underperform the median stock over the next 12 months?,0.17106119167858438,0.8289388083214156,0.6601265883612933,No.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Consumer Discretionary sector and is a Small Cap company. Will this stock underperform the median stock over the next 12 months?,0.6150878555160665,0.38491214448393346,0.9614375608787351,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Consumer Staples sector and is a Micro Cap company. Will this stock underperform the median stock over the next 12 months?,0.8438951025545426,0.1561048974454574,0.6249092613670377,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Consumer Staples sector and is a Mid Cap company. Will this stock underperform the median stock over the next 12 months?,0.12085323249047067,0.8791467675095294,0.5318084929090499,No.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Consumer Staples sector and is a Nano Cap company. Will this stock underperform the median stock over the next 12 months?,0.8976952921073469,0.10230470789265303,0.47625905917283023,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Consumer Staples sector and is a Small Cap company. Will this stock underperform the median stock over the next 12 months?,0.5078118642792044,0.49218813572079556,0.9998239112610153,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Energy sector and is a Large Cap company. Will this stock underperform the median stock over the next 12 months?,0.1645164628965632,0.8354835371034369,0.6450057074911655,No.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Energy sector and is a Mid Cap company. Will this stock underperform the median stock over the next 12 months?,0.2689414213699951,0.7310585786300049,0.8399415379831693,No.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Energy sector and is a Nano Cap company. Will this stock underperform the median stock over the next 12 months?,0.9399133498259924,0.06008665017400762,0.32778879198235467,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Energy sector and is a Small Cap company. Will this stock underperform the median stock over the next 12 months?,0.7549149868676283,0.24508501313237172,0.8033947069832642,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Financials sector and is a Large Cap company. Will this stock underperform the median stock over the next 12 months?,0.12940273159163906,0.870597268408361,0.5557978959834368,No.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Financials sector and is a Micro Cap company. Will this stock underperform the median stock over the next 12 months?,0.8872045937171068,0.11279540628289324,0.5082905918534207,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Financials sector and is a Mid Cap company. Will this stock underperform the median stock over the next 12 months?,0.21733752104706247,0.7826624789529376,0.7552760089226846,No.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Financials sector and is a Nano Cap company. Will this stock underperform the median stock over the next 12 months?,0.9407897492587141,0.05921025074128593,0.32430189962373673,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Financials sector and is a Small Cap company. Will this stock underperform the median stock over the next 12 months?,0.6926419831347361,0.30735801686526387,0.8901001665238636,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Health Care sector and is a Mid Cap company. Will this stock underperform the median stock over the next 12 months?,0.1500288243424251,0.849971175657575,0.609912432942784,No.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Health Care sector and is a Nano Cap company. Will this stock underperform the median stock over the next 12 months?,0.9073122213606241,0.09268777863937604,0.4453782061643997,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Health Care sector and is a Small Cap company. Will this stock underperform the median stock over the next 12 months?,0.5698526514141571,0.4301473485858429,0.9858748889387916,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Industrials sector and is a Micro Cap company. Will this stock underperform the median stock over the next 12 months?,0.8539127529517043,0.14608724704829565,0.5999613941533505,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Industrials sector and is a Mid Cap company. Will this stock underperform the median stock over the next 12 months?,0.1242130083520534,0.8757869916479466,0.5413509861898327,No.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Industrials sector and is a Nano Cap company. Will this stock underperform the median stock over the next 12 months?,0.9099070060380482,0.09009299396195182,0.43678014264233894,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Industrials sector and is a Small Cap company. Will this stock underperform the median stock over the next 12 months?,0.5312093733737563,0.46879062662624377,0.9971877301543359,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Information Technology sector and is a Micro Cap company. Will this stock underperform the median stock over the next 12 months?,0.8198933359135361,0.18010666408646395,0.680310331370128,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Information Technology sector and is a Small Cap company. Will this stock underperform the median stock over the next 12 months?,0.5583269943353745,0.44167300566462553,0.9901614070375662,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Materials sector and is a Large Cap company. Will this stock underperform the median stock over the next 12 months?,0.13660839002621938,0.8633916099737806,0.5752871015408224,No.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Materials sector and is a Micro Cap company. Will this stock underperform the median stock over the next 12 months?,0.8840392817460332,0.11596071825396677,0.517637523434763,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Materials sector and is a Mid Cap company. Will this stock underperform the median stock over the next 12 months?,0.2254166158350767,0.7745833841649233,0.7699354669962963,No.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Materials sector and is a Nano Cap company. Will this stock underperform the median stock over the next 12 months?,0.9149009549929797,0.08509904500702024,0.4198959550430445,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Materials sector and is a Small Cap company. Will this stock underperform the median stock over the next 12 months?,0.665410558746814,0.33458944125318596,0.9195468235193511,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Africa and is in the Real Estate sector and is a Mid Cap company. Will this stock underperform the median stock over the next 12 months?,0.2658804730998169,0.734119526900183,0.8354910647707551,No.
"['continent', 'sector', 'market_cap']",The stock is in Asia and is in the Communication Services sector and is a Large Cap company. Will this stock underperform the median stock over the next 12 months?,0.061875985723642724,0.9381240142763573,0.334847302317064,No.
"['continent', 'sector', 'market_cap']",The stock is in Asia and is in the Communication Services sector and is a Mega Cap company. Will this stock underperform the median stock over the next 12 months?,0.08632347658627028,0.9136765234137297,0.42407751787631304,No.
"['continent', 'sector', 'market_cap']",The stock is in Asia and is in the Communication Services sector and is a Micro Cap company. Will this stock underperform the median stock over the next 12 months?,0.8596637505099167,0.14033624949008322,0.58511874179816,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Asia and is in the Communication Services sector and is a Mid Cap company. Will this stock underperform the median stock over the next 12 months?,0.10087862273005653,0.8991213772699436,0.4717745904029131,No.
"['continent', 'sector', 'market_cap']",The stock is in Asia and is in the Communication Services sector and is a Nano Cap company. Will this stock underperform the median stock over the next 12 months?,0.90192067652954,0.09807932347046003,0.46287745589727936,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Asia and is in the Communication Services sector and is a Small Cap company. Will this stock underperform the median stock over the next 12 months?,0.5621765008857981,0.4378234991142019,0.9888163926508523,Yes.
"['continent', 'sector', 'market_cap']",The stock is in Asia and is in the Consumer Discretionary sector and is a Large Cap company. Will this stock underperform the median stock over the next 12 months?,0.06371499425196533,0.9362850057480346,0.34201885145565036,No.
"['continent', 'sector', 'market_cap']",The stock is in Asia and is in the Consumer Discretionary sector and is a Mega Cap company. Will this stock underperform the median stock over the next 12 months?,0.09401017961657226,0.9059898203834277,0.4497154871554713,No.
"['continent', 'sector', 'market_cap']",The stock is in Asia and is in the Consumer Discretionary sector and is a Micro Cap company. Will this stock underperform the median stock over the next 12 months?,0.8856314738181876,0.1143685261818125,0.5129537357688309,Yes.
